0.490941 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.561075 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.63121 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.701344 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.771478 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.841613 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.911747 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
0.981881 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
1.05202 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
1.12215 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
1.19228 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
1.26242 	1.70139 	0.00530529 	3.00067 	-5.25908e-20
1.33255 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.40269 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.47282 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.54296 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.61309 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.68323 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.75336 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.82349 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.89363 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
1.96376 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
2.0339 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
2.10403 	1.66191 	0.0146458 	3.01409 	-5.37913e-20
2.17417 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.2443 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.31443 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.38457 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.4547 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.52484 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.59497 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.66511 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.73524 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.80538 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.87551 	1.60122 	0.0136606 	3.03226 	1.12056e-19
2.94564 	1.60122 	0.0136606 	3.03226 	1.12056e-19
3.01578 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.08591 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.15605 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.22618 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.29632 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.36645 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.43659 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.50672 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.57685 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.64699 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.71712 	1.52728 	0.0169722 	3.05849 	-1.30048e-20
3.78726 	1.52011 	0.00706093 	3.05575 	2.54781e-20
3.85739 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
3.92753 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
3.99766 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.06779 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.13793 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.20806 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.2782 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.34833 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.41847 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.4886 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.55874 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.62887 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.699 	1.44111 	-0.000731606 	3.08389 	-1.87461e-19
4.76914 	1.3624 	0.00548989 	3.1069 	3.64565e-19
4.83927 	1.3624 	0.00548989 	3.1069 	3.64565e-19
4.90941 	1.3624 	0.00548989 	3.1069 	3.64565e-19
4.97954 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.04968 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.11981 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.18994 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.26008 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.33021 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.40035 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.47048 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.54062 	1.3624 	0.00548989 	3.1069 	3.64565e-19
5.61075 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
5.68089 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
5.75102 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
5.82115 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
5.89129 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
5.96142 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.03156 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.10169 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.17183 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.24196 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.3121 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.38223 	1.28776 	-0.00204902 	3.13328 	-1.76878e-19
6.45236 	1.21653 	0.00514318 	3.15357 	0
6.5225 	1.21653 	0.00514318 	3.15357 	0
6.59263 	1.21653 	0.00514318 	3.15357 	0
6.66277 	1.21653 	0.00514318 	3.15357 	0
6.7329 	1.21653 	0.00514318 	3.15357 	0
6.80304 	1.21653 	0.00514318 	3.15357 	0
6.87317 	1.21653 	0.00514318 	3.15357 	0
6.9433 	1.21653 	0.00514318 	3.15357 	0
7.01344 	1.21653 	0.00514318 	3.15357 	0
7.08357 	1.21653 	0.00514318 	3.15357 	0
7.15371 	1.21653 	0.00514318 	3.15357 	0
7.22384 	1.21653 	0.00514318 	3.15357 	0
7.29398 	1.1485 	-0.0013739 	3.17755 	0
7.36411 	1.1485 	-0.0013739 	3.17755 	0
7.43425 	1.1485 	-0.0013739 	3.17755 	0
7.50438 	1.1485 	-0.0013739 	3.17755 	0
7.57451 	1.1485 	-0.0013739 	3.17755 	0
7.64465 	1.1485 	-0.0013739 	3.17755 	0
7.71478 	1.1485 	-0.0013739 	3.17755 	0
7.78492 	1.1485 	-0.0013739 	3.17755 	0
7.85505 	1.1485 	-0.0013739 	3.17755 	0
7.92519 	1.1485 	-0.0013739 	3.17755 	0
7.99532 	1.1485 	-0.0013739 	3.17755 	0
8.06545 	1.1485 	-0.0013739 	3.17755 	0
8.13559 	1.1485 	-0.0013739 	3.17755 	0
8.20572 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.27586 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.34599 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.41613 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.48626 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.5564 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.62653 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.69666 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.7668 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.83693 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.90707 	1.08133 	0.00715941 	3.19629 	3.61429e-22
8.9772 	1.08133 	0.00715941 	3.19629 	3.61429e-22
9.04734 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.11747 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.18761 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.25774 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.32787 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.39801 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.46814 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.53828 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.60841 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.67855 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.74868 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.81881 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.88895 	1.01484 	0.0028406 	3.21947 	2.61954e-19
9.95908 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.0292 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.0994 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.1695 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.2396 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.3098 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.3799 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.45 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.5202 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.5903 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.6604 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.7306 	0.947569 	0.0156926 	3.23807 	-2.53018e-21
10.8007 	0.87992 	0.0203672 	3.26116 	-2.5731e-19
10.8708 	0.87992 	0.0203672 	3.26116 	-2.5731e-19
10.941 	0.87992 	0.0203672 	3.26116 	-2.5731e-19
11.0111 	0.87992 	0.0203672 	3.26116 	-2.5731e-19
11.0812 	0.87992 	0.0203672 	3.26116 	-2.5731e-19
